Aleatório,Estimado,Correto,Diferença,K
5.0,4.97304,0.0,4.97304,628.0
1.0,0.99924,0.0,0.99924,629.0
2.0,1.99676,0.0,1.99676,630.0
1.0,0.81844,0.0,0.81844,631.0
5.0,4.99384,0.0,4.99384,632.0
2.0,1.99978,0.0,1.99978,633.0
5.0,4.91346,0.0,4.91346,634.0
1.0,0.98565,0.0,0.98565,635.0
4.0,3.97984,0.0,3.97984,636.0
5.0,2.92463,0.0,2.92463,637.0
2.0,1.9982,4.0,-2.0018,638.0
1.0,0.99513,0.0,0.99513,639.0
3.0,2.80662,0.0,2.80662,640.0
2.0,1.98972,0.0,1.98972,641.0
5.0,4.82808,0.0,4.82808,642.0
4.0,3.99748,0.0,3.99748,643.0
2.0,1.9846,0.0,1.9846,644.0
2.0,1.99977,0.0,1.99977,645.0
3.0,2.99979,0.0,2.99979,646.0
3.0,2.99638,0.0,2.99638,647.0
1.0,0.99847,0.0,0.99847,648.0
3.0,2.99809,0.0,2.99809,649.0
2.0,1.99048,0.0,1.99048,650.0
2.0,1.99731,0.0,1.99731,651.0
5.0,4.99585,0.0,4.99585,652.0
3.0,2.6292,0.0,2.6292,653.0
1.0,0.99902,0.0,0.99902,654.0
1.0,0.99789,0.0,0.99789,655.0
5.0,4.99999,0.0,4.99999,656.0
4.0,3.99773,0.0,3.99773,657.0
3.0,3.00064,0.0,3.00064,658.0
2.0,1.99979,0.0,1.99979,659.0
2.0,1.99994,0.0,1.99994,660.0
4.0,3.9075,0.0,3.9075,661.0
3.0,2.99979,0.0,2.99979,662.0
5.0,4.66518,0.0,4.66518,663.0
5.0,4.99959,0.0,4.99959,664.0
4.0,3.99592,0.0,3.99592,665.0
4.0,3.99931,0.0,3.99931,666.0
3.0,2.99963,0.0,2.99963,667.0
4.0,3.99914,0.0,3.99914,668.0
2.0,1.99991,0.0,1.99991,669.0
2.0,2.0,0.0,2.0,670.0
4.0,4.0,0.0,4.0,671.0
