Aleatório,Estimado,Correto,Diferença,K
1.0,1.42858,2.5,-1.07142,589.0
5.0,4.48009,2.5,1.98009,590.0
5.0,4.4827,2.5,1.9827000000000004,591.0
3.0,2.93103,2.5,0.4310299999999998,592.0
5.0,4.51307,2.5,2.01307,593.0
5.0,4.50009,2.5,2.00009,594.0
4.0,3.69797,2.5,1.1979700000000002,595.0
1.0,1.44623,2.5,-1.05377,596.0
2.0,2.18488,2.5,-0.3151199999999998,597.0
1.0,1.41614,2.5,-1.08386,598.0
1.0,1.41651,2.5,-1.08349,599.0
4.0,3.73425,2.5,1.2342499999999998,600.0
4.0,3.74114,2.5,1.24114,601.0
5.0,4.58538,2.5,2.08538,602.0
3.0,3.00502,2.5,0.50502,603.0
2.0,2.22113,2.5,-0.2788699999999999,604.0
1.0,1.45158,2.5,-1.04842,605.0
1.0,1.46818,2.5,-1.03182,606.0
4.0,3.85046,2.5,1.35046,607.0
4.0,3.87291,2.5,1.37291,608.0
3.0,3.05725,2.5,0.5572499999999998,609.0
3.0,3.0542,2.5,0.5541999999999998,610.0
4.0,3.86719,2.5,1.36719,611.0
4.0,3.84868,2.5,1.34868,612.0
4.0,3.88186,2.5,1.38186,613.0
5.0,4.74588,2.5,2.24588,614.0
5.0,4.73881,2.5,2.23881,615.0
5.0,4.8175,2.5,2.3175,616.0
3.0,3.07468,2.5,0.5746799999999999,617.0
5.0,4.83658,2.5,2.33658,618.0
4.0,3.94846,2.5,1.44846,619.0
2.0,2.22195,2.5,-0.2780499999999999,620.0
2.0,2.22716,2.5,-0.2728399999999999,621.0
4.0,4.05937,2.5,1.5593700000000004,622.0
3.0,3.21001,2.5,0.71001,623.0
3.0,3.18919,2.5,0.68919,624.0
2.0,2.28421,2.5,-0.2157900000000001,625.0
5.0,4.94379,2.5,2.44379,626.0
2.0,2.22043,2.5,-0.2795700000000001,627.0
4.0,4.0077,2.5,1.5076999999999998,628.0
3.0,3.10972,2.5,0.6097199999999998,629.0
5.0,4.94042,2.5,2.44042,630.0
3.0,3.11379,2.5,0.6137899999999998,631.0
3.0,3.11229,2.5,0.6122899999999998,632.0
2.0,2.26689,2.5,-0.2331099999999999,633.0
2.0,2.24207,2.5,-0.25793,634.0
4.0,4.0352,2.5,1.5351999999999997,635.0
4.0,4.06172,2.5,1.5617200000000002,636.0
3.0,3.09398,2.5,0.5939800000000002,637.0
2.0,2.14389,2.5,-0.3561100000000001,638.0
3.0,3.08226,2.5,0.5822600000000002,639.0
2.0,2.05229,2.5,-0.4477099999999998,640.0
2.0,2.06,2.5,-0.4399999999999999,641.0
1.0,1.0658,2.5,-1.4342,642.0
4.0,4.07651,2.5,1.57651,643.0
1.0,1.06806,2.5,-1.43194,644.0
3.0,3.08057,2.5,0.5805699999999998,645.0
1.0,1.06491,2.5,-1.43509,646.0
5.0,5.06939,2.5,2.5693900000000003,647.0
4.0,4.0534,2.5,1.5534,648.0
5.0,5.02018,2.5,2.52018,649.0
2.0,1.98313,2.5,-0.5168699999999999,650.0
3.0,3.00543,2.5,0.50543,651.0
2.0,2.00099,2.5,-0.4990100000000002,652.0
4.0,4.03225,2.5,1.5322500000000003,653.0
1.0,0.98915,2.5,-1.51085,654.0
4.0,4.02317,2.5,1.5231700000000004,655.0
4.0,4.01545,2.5,1.5154500000000004,656.0
1.0,0.98627,2.5,-1.51373,657.0
5.0,5.01392,2.5,2.51392,658.0
1.0,0.99621,2.5,-1.50379,659.0
5.0,5.017,2.5,2.5170000000000003,660.0
1.0,0.99021,2.5,-1.50979,661.0
3.0,2.99846,2.5,0.4984600000000001,662.0
2.0,1.99883,2.5,-0.5011699999999999,663.0
1.0,0.99536,2.5,-1.50464,664.0
1.0,0.99538,2.5,-1.50462,665.0
5.0,5.00839,2.5,2.5083900000000003,666.0
4.0,4.00477,2.5,1.5047699999999995,667.0
5.0,5.0052,2.5,2.5052000000000003,668.0
3.0,2.99877,2.5,0.4987699999999999,669.0
3.0,3.00008,2.5,0.5000800000000001,670.0
2.0,2.0,2.5,-0.5,671.0
