Diferença Média,K
1.7026916666666667,400.0
1.5659022,410.0
1.5677570333333333,420.0
1.5630381999999998,430.0
1.535497433333333,440.0
1.5614159333333333,450.0
1.4357277666666668,460.0
1.565401933333333,470.0
1.5455631333333335,480.0
1.6311801666666663,490.0
1.5474875,500.0
1.5290549666666668,510.0
1.5478126666666667,520.0
1.5646032666666667,530.0
1.5670207333333332,540.0
