Diferença Média,K
1.59802355,400.0
1.6206418000000002,410.0
1.58998215,420.0
1.6482933000000002,430.0
1.5515765,440.0
1.54004675,450.0
1.4370123,460.0
1.3991549999999997,470.0
1.42550515,480.0
1.4877423,490.0
1.5631675,500.0
1.5383083,510.0
1.4473635000000002,520.0
1.54251405,530.0
1.3514202,540.0
